date,team,stat_name,daily_total,daily_average,stat_rank,prev_day_diff,annotation
20251024,Alexander's Awesome Team,AST,0.0,0.0,1,0.0,
20251024,Neon Cobras 99,AST,0.0,0.0,2,0.0,
20251024,Antonin's Team,AST,0.0,0.0,3,0.0,
20251024,Ersan Ilyasova,AST,0.0,0.0,4,0.0,
20251024,Her Majesty’s Ball Handler,AST,0.0,0.0,5,0.0,
20251024,Baptiste team,AST,0.0,0.0,6,0.0,
20251024,The Bronsegsuals,AST,0.0,0.0,7,0.0,
20251024,KATs and Dogs,AST,0.0,0.0,8,0.0,
20251024,Elie Auquaubeau,AST,0.0,0.0,9,0.0,
20251024,Tom's Talented Team,AST,0.0,0.0,10,0.0,
20251024,Giulia's Great Team,AST,0.0,0.0,11,0.0,
20251024,Bricked I Am,AST,0.0,0.0,12,0.0,
20251024,Marx Madness,AST,0.0,0.0,13,0.0,
20251024,Alexander's Awesome Team,AST,29.0,2.230769230769231,1,29.0,
20251024,Neon Cobras 99,AST,50.5,3.607142857142857,2,50.5,
20251024,Antonin's Team,AST,42.0,3.230769230769231,3,42.0,
20251024,Ersan Ilyasova,AST,47.0,3.6153846153846154,4,47.0,
20251024,Her Majesty’s Ball Handler,AST,36.0,2.769230769230769,5,36.0,
20251024,Baptiste team,AST,32.0,2.4615384615384617,6,32.0,
20251024,The Bronsegsuals,AST,39.5,2.8214285714285716,7,39.5,
20251024,KATs and Dogs,AST,49.0,3.769230769230769,8,49.0,
20251024,Elie Auquaubeau,AST,48.0,3.4285714285714284,9,48.0,
20251024,Tom's Talented Team,AST,32.5,2.5,10,32.5,
20251024,Giulia's Great Team,AST,32.0,2.4615384615384617,11,32.0,
20251024,Bricked I Am,AST,47.0,3.6153846153846154,12,47.0,
20251024,Marx Madness,AST,31.0,2.2142857142857144,13,31.0,
